county,ward_names,ballots_cast,brian_hagedorn,lisa_neubauer,scatter
MARINETTE,City of MARINETTE Wards 1-8,1274,679,595,0
MARINETTE,City of NIAGARA Wards 1-3,203,110,93,0
MARINETTE,City of PESHTIGO Wards 1-2,152,95,57,0
MARINETTE,City of PESHTIGO Wards 3-5,143,90,53,0
MARINETTE,City of PESHTIGO Wards 6-7,134,78,56,0
MARQUETTE,Town of BUFFALO Wards 1-2,308,159,149,0
MARQUETTE,Town of CRYSTAL LAKE Ward 1,125,73,52,0
MARQUETTE,Town of DOUGLAS Ward 1,192,108,84,0
MARQUETTE,Town of HARRIS Ward 1,219,135,84,0
MARQUETTE,Town of MECAN Ward 1,162,104,58,0
MARQUETTE,Town of MONTELLO Wards 1-4,291,175,116,0
MARQUETTE,Town of MOUNDVILLE Wards 1-2,110,64,46,0
MARQUETTE,Town of NESHKORO Wards 1-2,136,97,39,0
MARQUETTE,Town of NEWTON Wards 1-2,95,58,37,0
MARQUETTE,Town of OXFORD Wards 1-2,231,135,96,0
MARQUETTE,Town of PACKWAUKEE Wards 1-3,422,251,170,1
MARQUETTE,Town of SHIELDS Ward 1,157,103,54,0
MARQUETTE,Town of SPRINGFIELD Ward 1,180,119,61,0
MARQUETTE,Town of WESTFIELD Wards 1-2,221,133,88,0
MARQUETTE,Village of ENDEAVOR Ward 1,96,52,44,0
MARQUETTE,Village of NESHKORO Ward 1,78,52,26,0
MARQUETTE,Village of OXFORD Ward 1,94,46,48,0
MARQUETTE,Village of WESTFIELD Wards 1-2,175,92,83,0
MARQUETTE,City of MONTELLO Wards 1-4,287,145,141,1
MENOMINEE,"Town of MENOMINEE Wards 1,3-5",295,105,190,0
MENOMINEE,Town of MENOMINEE Ward 2,27,8,19,0
MILWAUKEE,"Village of BAYSIDE Wards 1-1S,3-3S",513,181,332,0
MILWAUKEE,"Village of BAYSIDE Wards 2,4",642,186,456,0
MILWAUKEE,Village of BAYSIDE Ward 5,342,107,235,0
MILWAUKEE,Village of BROWN DEER Wards 1-2,981,348,633,0
MILWAUKEE,Village of BROWN DEER Wards 3-4,1080,448,632,0
MILWAUKEE,Village of BROWN DEER Wards 5-6,964,352,612,0
MILWAUKEE,Village of FOX POINT Wards 1-4,1004,343,660,1
MILWAUKEE,Village of FOX POINT Wards 5-9,1175,378,795,2
MILWAUKEE,Village of GREENDALE Wards 1-2,850,519,330,1
MILWAUKEE,Village of GREENDALE Wards 3-4,799,397,401,1
MILWAUKEE,Village of GREENDALE Wards 5-6,757,425,331,1
MILWAUKEE,Village of GREENDALE Wards 7-8,755,418,337,0
MILWAUKEE,Village of GREENDALE Wards 9-10,887,461,426,0
MILWAUKEE,Village of HALES CORNERS Wards 1-3,697,451,246,0
MILWAUKEE,Village of HALES CORNERS Wards 4-6,647,373,273,1
MILWAUKEE,Village of HALES CORNERS Wards 7-9,592,324,268,0
MILWAUKEE,Village of RIVER HILLS Ward 1,89,22,67,0
MILWAUKEE,Village of RIVER HILLS Ward 2,266,144,121,1
MILWAUKEE,Village of RIVER HILLS Ward 3,250,123,127,0
MILWAUKEE,Village of SHOREWOOD Wards 1-4,1829,311,1518,0
MILWAUKEE,Village of SHOREWOOD Wards 5-8,1640,299,1339,2
MILWAUKEE,Village of SHOREWOOD Wards 9-12,1575,269,1305,1
MILWAUKEE,"Village of WEST MILWAUKEE Wards 1-2,5",194,91,103,0
MILWAUKEE,"Village of WEST MILWAUKEE Wards 3-4,6",242,103,139,0
MILWAUKEE,Village of WHITEFISH BAY Wards 1-2,654,273,381,0
MILWAUKEE,Village of WHITEFISH BAY Wards 3-4,654,244,410,0
MILWAUKEE,Village of WHITEFISH BAY Wards 5-6,770,289,480,1
MILWAUKEE,Village of WHITEFISH BAY Ward 7,379,125,254,0
MILWAUKEE,"Village of WHITEFISH BAY Wards 8,10",833,264,568,1
MILWAUKEE,"Village of WHITEFISH BAY Wards 9,11",651,186,465,0
MILWAUKEE,Village of WHITEFISH BAY Ward 12,452,152,299,1
MILWAUKEE,City of CUDAHY Wards 1-3,890,375,515,0
MILWAUKEE,City of CUDAHY Wards 4-6,691,316,375,0
MILWAUKEE,City of CUDAHY Wards 7-9,558,293,265,0
MILWAUKEE,City of CUDAHY Wards 10-12,789,417,371,1
MILWAUKEE,City of CUDAHY Wards 13-15,1004,498,505,1
MILWAUKEE,City of FRANKLIN Ward 1,0,0,0,0
MILWAUKEE,City of FRANKLIN Ward 2,594,371,223,0
MILWAUKEE,City of FRANKLIN Ward 3,670,385,284,1
MILWAUKEE,City of FRANKLIN Ward 4,310,215,95,0
MILWAUKEE,City of FRANKLIN Ward 5,269,162,107,0
MILWAUKEE,City of FRANKLIN Ward 6,450,281,168,1
MILWAUKEE,City of FRANKLIN Ward 7,649,387,261,1
MILWAUKEE,City of FRANKLIN Ward 8,236,119,117,0
MILWAUKEE,City of FRANKLIN Ward 9,310,172,138,0
MILWAUKEE,City of FRANKLIN Ward 10,138,86,52,0
MILWAUKEE,City of FRANKLIN Ward 11,439,283,156,0
MILWAUKEE,City of FRANKLIN Ward 12,316,204,112,0
MILWAUKEE,City of FRANKLIN Ward 13,434,274,160,0
MILWAUKEE,City of FRANKLIN Ward 14,350,222,128,0
MILWAUKEE,City of FRANKLIN Ward 15A,194,132,62,0
MILWAUKEE,City of FRANKLIN Ward 15B,142,82,60,0
MILWAUKEE,City of FRANKLIN Ward 16,426,310,116,0
MILWAUKEE,City of FRANKLIN Ward 17,304,153,151,0
MILWAUKEE,City of FRANKLIN Ward 18,165,111,54,0
MILWAUKEE,City of FRANKLIN Ward 19,482,312,170,0
MILWAUKEE,City of FRANKLIN Ward 20,224,112,111,1
MILWAUKEE,City of FRANKLIN Ward 21,55,31,24,0
MILWAUKEE,City of FRANKLIN Ward 22A,307,173,134,0
MILWAUKEE,City of FRANKLIN Ward 22B,303,185,118,0
MILWAUKEE,City of FRANKLIN Ward 23,512,325,185,2
MILWAUKEE,"City of GLENDALE Wards 1,7",561,160,400,1
MILWAUKEE,"City of GLENDALE Wards 2,8-8S",686,217,468,1
MILWAUKEE,"City of GLENDALE Wards 3,9",669,258,411,0
MILWAUKEE,"City of GLENDALE Wards 4,10",820,256,564,0
MILWAUKEE,"City of GLENDALE Wards 5,11-11S",679,231,448,0
MILWAUKEE,"City of GLENDALE Wards 6,12",433,148,285,0
MILWAUKEE,City of GREENFIELD Ward 1,346,170,176,0
MILWAUKEE,City of GREENFIELD Ward 2,293,165,128,0
MILWAUKEE,City of GREENFIELD Ward 3,258,138,120,0
MILWAUKEE,City of GREENFIELD Ward 4,217,100,117,0
MILWAUKEE,City of GREENFIELD Ward 5,364,186,177,1
MILWAUKEE,City of GREENFIELD Ward 6,382,243,139,0
MILWAUKEE,City of GREENFIELD Ward 7,500,290,209,1
MILWAUKEE,City of GREENFIELD Ward 8,408,205,203,0
MILWAUKEE,City of GREENFIELD Ward 9,447,254,193,0
MILWAUKEE,City of GREENFIELD Ward 10,401,259,141,1
MILWAUKEE,City of GREENFIELD Ward 11,612,363,249,0
MILWAUKEE,City of GREENFIELD Ward 12,466,298,167,1
MILWAUKEE,City of GREENFIELD Ward 13,247,127,120,0
MILWAUKEE,City of GREENFIELD Ward 14,244,133,111,0
MILWAUKEE,City of GREENFIELD Ward 15,257,153,104,0
MILWAUKEE,City of GREENFIELD Ward 16,113,79,34,0
MILWAUKEE,City of GREENFIELD Ward 17,266,139,127,0
MILWAUKEE,City of GREENFIELD Ward 18,301,165,135,1
MILWAUKEE,City of GREENFIELD Ward 19,556,246,309,1
MILWAUKEE,City of GREENFIELD Ward 20,505,302,202,1
MILWAUKEE,City of GREENFIELD Ward 21,252,146,106,0
MILWAUKEE,City of MILWAUKEE Ward 1,254,96,157,1
MILWAUKEE,City of MILWAUKEE Ward 2,38,12,26,0
MILWAUKEE,City of MILWAUKEE Ward 3,296,90,205,1
MILWAUKEE,City of MILWAUKEE Ward 4,439,90,348,1
MILWAUKEE,City of MILWAUKEE Ward 5,190,54,136,0
MILWAUKEE,City of MILWAUKEE Ward 6,478,132,345,1
MILWAUKEE,City of MILWAUKEE Ward 7,119,55,64,0
MILWAUKEE,City of MILWAUKEE Ward 8,465,141,323,1
MILWAUKEE,City of MILWAUKEE Ward 9,217,55,162,0
MILWAUKEE,City of MILWAUKEE Ward 10,364,132,230,2
MILWAUKEE,City of MILWAUKEE Ward 11,239,73,166,0
MILWAUKEE,City of MILWAUKEE Ward 12,163,43,120,0
MILWAUKEE,City of MILWAUKEE Ward 13,120,42,78,0
MILWAUKEE,City of MILWAUKEE Ward 14,223,43,177,3
MILWAUKEE,City of MILWAUKEE Ward 15,267,96,171,0
MILWAUKEE,City of MILWAUKEE Ward 16,300,72,228,0
MILWAUKEE,City of MILWAUKEE Ward 17,175,47,127,1
MILWAUKEE,City of MILWAUKEE Ward 18,253,83,170,0
MILWAUKEE,City of MILWAUKEE Ward 19,127,47,80,0
MILWAUKEE,City of MILWAUKEE Ward 20,204,42,162,0
MILWAUKEE,City of MILWAUKEE Ward 21,130,27,103,0
MILWAUKEE,City of MILWAUKEE Ward 22,137,34,103,0
MILWAUKEE,City of MILWAUKEE Ward 23,48,17,31,0
MILWAUKEE,City of MILWAUKEE Ward 24,19,3,16,0
MILWAUKEE,City of MILWAUKEE Ward 25,110,26,84,0
MILWAUKEE,City of MILWAUKEE Ward 26,119,28,91,0
MILWAUKEE,City of MILWAUKEE Ward 27,112,27,85,0
MILWAUKEE,City of MILWAUKEE Ward 28,12,4,8,0
MILWAUKEE,City of MILWAUKEE Ward 29,38,4,34,0
MILWAUKEE,City of MILWAUKEE Ward 30,127,34,93,0
MILWAUKEE,City of MILWAUKEE Ward 31,73,12,61,0
MILWAUKEE,City of MILWAUKEE Ward 32,326,103,222,1
MILWAUKEE,City of MILWAUKEE Ward 33,711,296,412,3
MILWAUKEE,City of MILWAUKEE Ward 34,239,103,136,0
MILWAUKEE,City of MILWAUKEE Ward 35,207,112,95,0
MILWAUKEE,City of MILWAUKEE Ward 36,162,41,121,0
MILWAUKEE,City of MILWAUKEE Ward 37,75,22,53,0
MILWAUKEE,City of MILWAUKEE Ward 38,95,20,75,0
MILWAUKEE,City of MILWAUKEE Ward 39,142,42,100,0
MILWAUKEE,City of MILWAUKEE Ward 40,96,14,82,0
MILWAUKEE,City of MILWAUKEE Ward 41,106,21,85,0
MILWAUKEE,City of MILWAUKEE Ward 42,179,36,142,1
MILWAUKEE,City of MILWAUKEE Ward 43,34,4,30,0
MILWAUKEE,City of MILWAUKEE Ward 44,196,41,155,0
MILWAUKEE,City of MILWAUKEE Ward 45,134,31,102,1
MILWAUKEE,City of MILWAUKEE Ward 46,59,12,47,0
MILWAUKEE,City of MILWAUKEE Ward 47,106,13,93,0
MILWAUKEE,City of MILWAUKEE Ward 48,89,15,74,0
MILWAUKEE,City of MILWAUKEE Ward 49,102,15,87,0
MILWAUKEE,City of MILWAUKEE Ward 50,72,15,57,0
MILWAUKEE,City of MILWAUKEE Ward 51,65,12,52,1
MILWAUKEE,City of MILWAUKEE Ward 52,119,23,94,2
MILWAUKEE,City of MILWAUKEE Ward 53,55,7,47,1
MILWAUKEE,City of MILWAUKEE Ward 54,75,14,61,0
MILWAUKEE,City of MILWAUKEE Ward 55,301,84,217,0
MILWAUKEE,City of MILWAUKEE Ward 56,120,12,108,0
MILWAUKEE,City of MILWAUKEE Ward 57,151,17,134,0
MILWAUKEE,City of MILWAUKEE Ward 58,102,9,93,0
MILWAUKEE,City of MILWAUKEE Ward 59,315,28,287,0
MILWAUKEE,City of MILWAUKEE Ward 60,156,15,141,0
MILWAUKEE,City of MILWAUKEE Ward 61,124,16,108,0
MILWAUKEE,City of MILWAUKEE Ward 62,78,10,66,2
MILWAUKEE,City of MILWAUKEE Ward 63,86,8,78,0
MILWAUKEE,City of MILWAUKEE Ward 64,183,26,157,0
MILWAUKEE,City of MILWAUKEE Ward 65,226,24,202,0
MILWAUKEE,City of MILWAUKEE Ward 66,102,7,95,0
MILWAUKEE,City of MILWAUKEE Ward 67,74,10,63,1
MILWAUKEE,City of MILWAUKEE Ward 68,217,49,167,1
MILWAUKEE,City of MILWAUKEE Ward 69,126,19,107,0
MILWAUKEE,City of MILWAUKEE Ward 70,265,35,230,0
MILWAUKEE,City of MILWAUKEE Ward 71,147,22,125,0
MILWAUKEE,City of MILWAUKEE Ward 72,188,25,163,0
MILWAUKEE,City of MILWAUKEE Ward 73,195,38,156,1
MILWAUKEE,City of MILWAUKEE Ward 74,144,40,104,0
MILWAUKEE,City of MILWAUKEE Ward 75,190,61,128,1
MILWAUKEE,City of MILWAUKEE Ward 76,123,28,95,0
MILWAUKEE,City of MILWAUKEE Ward 77,121,45,76,0
MILWAUKEE,City of MILWAUKEE Ward 78,248,76,172,0
MILWAUKEE,City of MILWAUKEE Ward 79,254,87,166,1
MILWAUKEE,City of MILWAUKEE Ward 80,455,153,302,0
MILWAUKEE,City of MILWAUKEE Ward 81,209,91,118,0
MILWAUKEE,City of MILWAUKEE Ward 82,324,150,174,0
MILWAUKEE,City of MILWAUKEE Ward 83,333,158,174,1
MILWAUKEE,City of MILWAUKEE Ward 84,227,85,141,1
MILWAUKEE,City of MILWAUKEE Ward 85,390,143,247,0
MILWAUKEE,City of MILWAUKEE Ward 86,359,135,224,0
MILWAUKEE,City of MILWAUKEE Ward 87,226,70,156,0
MILWAUKEE,City of MILWAUKEE Ward 88,271,87,184,0
MILWAUKEE,City of MILWAUKEE Ward 89,276,112,163,1
MILWAUKEE,City of MILWAUKEE Ward 90,267,96,171,0
MILWAUKEE,City of MILWAUKEE Ward 91,265,55,209,1
MILWAUKEE,City of MILWAUKEE Ward 92,439,128,311,0
MILWAUKEE,City of MILWAUKEE Ward 93,341,97,244,0
MILWAUKEE,City of MILWAUKEE Ward 94,66,20,46,0
MILWAUKEE,City of MILWAUKEE Ward 95,92,9,83,0
MILWAUKEE,City of MILWAUKEE Ward 96,319,64,255,0
MILWAUKEE,City of MILWAUKEE Ward 97,315,103,212,0
MILWAUKEE,City of MILWAUKEE Ward 98,188,17,169,2
MILWAUKEE,City of MILWAUKEE Ward 99,288,58,230,0
MILWAUKEE,City of MILWAUKEE Ward 100,166,19,147,0
MILWAUKEE,City of MILWAUKEE Ward 101,205,18,186,1
MILWAUKEE,City of MILWAUKEE Ward 102,261,35,226,0
MILWAUKEE,City of MILWAUKEE Ward 103,265,27,238,0
MILWAUKEE,City of MILWAUKEE Ward 104,190,18,172,0
MILWAUKEE,City of MILWAUKEE Ward 105,56,5,51,0
MILWAUKEE,City of MILWAUKEE Ward 106,44,6,38,0
MILWAUKEE,City of MILWAUKEE Ward 107,115,10,105,0
MILWAUKEE,City of MILWAUKEE Ward 108,101,13,88,0
MILWAUKEE,City of MILWAUKEE Ward 109,102,9,93,0
MILWAUKEE,City of MILWAUKEE Ward 110,42,2,40,0
MILWAUKEE,City of MILWAUKEE Ward 111,48,5,43,0
MILWAUKEE,City of MILWAUKEE Ward 112,83,7,75,1
MILWAUKEE,City of MILWAUKEE Ward 113,73,10,63,0
MILWAUKEE,City of MILWAUKEE Ward 114,99,8,91,0
MILWAUKEE,City of MILWAUKEE Ward 115,138,10,128,0
MILWAUKEE,City of MILWAUKEE Ward 116,37,5,32,0
MILWAUKEE,City of MILWAUKEE Ward 117,63,8,55,0
MILWAUKEE,City of MILWAUKEE Ward 118,103,12,91,0
MILWAUKEE,City of MILWAUKEE Ward 119,110,10,100,0
MILWAUKEE,City of MILWAUKEE Ward 120,87,6,81,0
MILWAUKEE,City of MILWAUKEE Ward 121,110,12,98,0
MILWAUKEE,City of MILWAUKEE Ward 122,131,13,117,1
MILWAUKEE,City of MILWAUKEE Ward 123,257,21,235,1
MILWAUKEE,City of MILWAUKEE Ward 124,153,16,137,0
MILWAUKEE,City of MILWAUKEE Ward 125,587,64,523,0
MILWAUKEE,City of MILWAUKEE Ward 126,451,25,426,0
MILWAUKEE,City of MILWAUKEE Ward 127,504,74,429,1
MILWAUKEE,City of MILWAUKEE Ward 128,448,42,406,0
MILWAUKEE,City of MILWAUKEE Ward 129,402,49,353,0
MILWAUKEE,City of MILWAUKEE Ward 130,226,32,193,1
MILWAUKEE,City of MILWAUKEE Ward 131,595,113,482,0
MILWAUKEE,City of MILWAUKEE Ward 132,891,204,686,1
MILWAUKEE,City of MILWAUKEE Ward 133,280,24,256,0
MILWAUKEE,City of MILWAUKEE Ward 134,305,35,269,1
MILWAUKEE,City of MILWAUKEE Ward 135,392,51,341,0
MILWAUKEE,City of MILWAUKEE Ward 136,321,29,292,0
MILWAUKEE,City of MILWAUKEE Ward 137,277,29,248,0
MILWAUKEE,City of MILWAUKEE Ward 138,926,44,880,2
MILWAUKEE,City of MILWAUKEE Ward 139,434,29,405,0
MILWAUKEE,City of MILWAUKEE Ward 140,92,10,82,0
MILWAUKEE,City of MILWAUKEE Ward 141,143,17,126,0
MILWAUKEE,City of MILWAUKEE Ward 142,113,11,100,2
MILWAUKEE,City of MILWAUKEE Ward 143,72,12,60,0
MILWAUKEE,City of MILWAUKEE Ward 144,71,14,56,1
MILWAUKEE,City of MILWAUKEE Ward 145,28,2,26,0
MILWAUKEE,City of MILWAUKEE Ward 146,28,3,25,0
MILWAUKEE,City of MILWAUKEE Ward 147,90,15,74,1
MILWAUKEE,City of MILWAUKEE Ward 148,83,6,77,0
MILWAUKEE,City of MILWAUKEE Ward 149,71,5,66,0
MILWAUKEE,City of MILWAUKEE Ward 150,86,17,69,0
MILWAUKEE,City of MILWAUKEE Ward 151,54,4,50,0
MILWAUKEE,City of MILWAUKEE Ward 152,42,2,40,0
MILWAUKEE,City of MILWAUKEE Ward 153,142,20,122,0
MILWAUKEE,City of MILWAUKEE Ward 154,103,12,91,0
MILWAUKEE,City of MILWAUKEE Ward 155,31,3,28,0
MILWAUKEE,City of MILWAUKEE Ward 156,118,16,102,0
MILWAUKEE,City of MILWAUKEE Ward 157,110,19,91,0
MILWAUKEE,City of MILWAUKEE Ward 158,89,11,77,1
MILWAUKEE,City of MILWAUKEE Ward 159,90,21,69,0
MILWAUKEE,City of MILWAUKEE Ward 160,77,7,70,0
MILWAUKEE,City of MILWAUKEE Ward 161,30,2,28,0
MILWAUKEE,City of MILWAUKEE Ward 162,57,2,55,0
MILWAUKEE,City of MILWAUKEE Ward 163,105,12,93,0
MILWAUKEE,City of MILWAUKEE Ward 164,226,46,180,0
MILWAUKEE,City of MILWAUKEE Ward 165,193,45,147,1
MILWAUKEE,City of MILWAUKEE Ward 166,107,26,81,0
MILWAUKEE,City of MILWAUKEE Ward 167,334,66,267,1
MILWAUKEE,City of MILWAUKEE Ward 168,723,125,597,1
MILWAUKEE,City of MILWAUKEE Ward 169,49,5,44,0
MILWAUKEE,City of MILWAUKEE Ward 170,45,1,44,0
MILWAUKEE,City of MILWAUKEE Ward 171,15,2,13,0
MILWAUKEE,City of MILWAUKEE Ward 172,84,14,70,0
MILWAUKEE,City of MILWAUKEE Ward 173,115,8,105,2
MILWAUKEE,City of MILWAUKEE Ward 174,180,11,169,0
MILWAUKEE,City of MILWAUKEE Ward 175,137,16,121,0
MILWAUKEE,City of MILWAUKEE Ward 176,107,15,91,1
MILWAUKEE,City of MILWAUKEE Ward 177,695,106,588,1
MILWAUKEE,City of MILWAUKEE Ward 178,482,69,413,0
MILWAUKEE,City of MILWAUKEE Ward 179,554,66,486,2
MILWAUKEE,City of MILWAUKEE Ward 180,417,69,348,0
MILWAUKEE,City of MILWAUKEE Ward 181,764,139,625,0
MILWAUKEE,City of MILWAUKEE Ward 182,519,76,441,2
MILWAUKEE,City of MILWAUKEE Ward 183,654,106,548,0
MILWAUKEE,City of MILWAUKEE Ward 184,524,118,406,0
MILWAUKEE,City of MILWAUKEE Ward 185,640,127,513,0
MILWAUKEE,City of MILWAUKEE Ward 186,707,192,515,0
MILWAUKEE,City of MILWAUKEE Ward 187,122,18,104,0
MILWAUKEE,City of MILWAUKEE Ward 188,150,32,118,0
MILWAUKEE,City of MILWAUKEE Ward 189,161,32,129,0
MILWAUKEE,City of MILWAUKEE Ward 190,181,43,138,0
MILWAUKEE,City of MILWAUKEE Ward 191,73,23,50,0
MILWAUKEE,City of MILWAUKEE Ward 192,48,6,42,0
MILWAUKEE,City of MILWAUKEE Ward 193,119,10,109,0
MILWAUKEE,City of MILWAUKEE Ward 194,92,10,82,0
MILWAUKEE,City of MILWAUKEE Ward 195,58,8,49,1
MILWAUKEE,City of MILWAUKEE Ward 196,110,22,88,0
MILWAUKEE,City of MILWAUKEE Ward 197,67,12,55,0
MILWAUKEE,City of MILWAUKEE Ward 198,153,32,120,1
MILWAUKEE,City of MILWAUKEE Ward 199,171,26,145,0
MILWAUKEE,City of MILWAUKEE Ward 200,82,14,68,0
MILWAUKEE,City of MILWAUKEE Ward 201,64,9,55,0
MILWAUKEE,City of MILWAUKEE Ward 202,270,56,214,0
MILWAUKEE,City of MILWAUKEE Ward 203,464,93,370,1
MILWAUKEE,City of MILWAUKEE Ward 204,387,91,296,0
MILWAUKEE,City of MILWAUKEE Ward 205,338,87,251,0
MILWAUKEE,City of MILWAUKEE Ward 206,329,75,254,0
MILWAUKEE,City of MILWAUKEE Ward 207,231,94,137,0
MILWAUKEE,City of MILWAUKEE Ward 208,296,119,177,0
MILWAUKEE,City of MILWAUKEE Ward 209,312,153,159,0
MILWAUKEE,City of MILWAUKEE Ward 210,253,145,108,0
MILWAUKEE,City of MILWAUKEE Ward 211,223,111,112,0
MILWAUKEE,City of MILWAUKEE Ward 212,216,109,107,0
MILWAUKEE,City of MILWAUKEE Ward 213,270,108,161,1
MILWAUKEE,City of MILWAUKEE Ward 214,144,31,113,0
MILWAUKEE,City of MILWAUKEE Ward 215,40,9,31,0
MILWAUKEE,City of MILWAUKEE Ward 216,43,17,26,0
MILWAUKEE,City of MILWAUKEE Ward 217,107,38,69,0
MILWAUKEE,City of MILWAUKEE Ward 218,122,35,87,0
MILWAUKEE,City of MILWAUKEE Ward 219,77,26,51,0
MILWAUKEE,City of MILWAUKEE Ward 220,122,33,89,0
MILWAUKEE,City of MILWAUKEE Ward 221,247,70,176,1
MILWAUKEE,City of MILWAUKEE Ward 222,69,25,44,0
MILWAUKEE,City of MILWAUKEE Ward 223,107,41,66,0
MILWAUKEE,City of MILWAUKEE Ward 224,44,14,30,0
MILWAUKEE,City of MILWAUKEE Ward 225,50,13,37,0
MILWAUKEE,City of MILWAUKEE Ward 226,45,3,42,0
MILWAUKEE,City of MILWAUKEE Ward 227,134,31,103,0
MILWAUKEE,City of MILWAUKEE Ward 228,38,6,32,0
MILWAUKEE,City of MILWAUKEE Ward 229,24,4,20,0
MILWAUKEE,City of MILWAUKEE Ward 230,96,29,67,0
MILWAUKEE,City of MILWAUKEE Ward 231,29,8,21,0
MILWAUKEE,City of MILWAUKEE Ward 232,19,6,13,0
MILWAUKEE,City of MILWAUKEE Ward 233,26,3,23,0
MILWAUKEE,City of MILWAUKEE Ward 234,83,5,78,0
MILWAUKEE,City of MILWAUKEE Ward 235,422,72,350,0
MILWAUKEE,City of MILWAUKEE Ward 236,54,17,37,0
MILWAUKEE,City of MILWAUKEE Ward 237,69,16,53,0
MILWAUKEE,City of MILWAUKEE Ward 238,50,15,34,1
MILWAUKEE,City of MILWAUKEE Ward 239,70,17,53,0
MILWAUKEE,City of MILWAUKEE Ward 240,83,20,63,0
MILWAUKEE,City of MILWAUKEE Ward 241,405,66,338,1
MILWAUKEE,City of MILWAUKEE Ward 242,358,61,297,0
MILWAUKEE,City of MILWAUKEE Ward 243,573,122,451,0
MILWAUKEE,City of MILWAUKEE Ward 244,450,86,364,0
MILWAUKEE,City of MILWAUKEE Ward 245,382,83,299,0
MILWAUKEE,City of MILWAUKEE Ward 246,589,104,485,0
MILWAUKEE,City of MILWAUKEE Ward 247,292,50,242,0
MILWAUKEE,City of MILWAUKEE Ward 248,543,85,458,0
MILWAUKEE,City of MILWAUKEE Ward 249,68,30,38,0
MILWAUKEE,City of MILWAUKEE Ward 250,64,17,47,0
MILWAUKEE,City of MILWAUKEE Ward 251,41,16,25,0
MILWAUKEE,City of MILWAUKEE Ward 252,77,28,49,0
MILWAUKEE,City of MILWAUKEE Ward 253,25,8,17,0
MILWAUKEE,City of MILWAUKEE Ward 254,19,9,10,0
MILWAUKEE,City of MILWAUKEE Ward 255,35,12,23,0
MILWAUKEE,City of MILWAUKEE Ward 256,24,8,16,0
MILWAUKEE,City of MILWAUKEE Ward 257,72,17,54,1
MILWAUKEE,City of MILWAUKEE Ward 258,142,52,90,0
MILWAUKEE,City of MILWAUKEE Ward 259,96,27,69,0
MILWAUKEE,City of MILWAUKEE Ward 260,105,44,61,0
MILWAUKEE,City of MILWAUKEE Ward 261,193,87,106,0
MILWAUKEE,City of MILWAUKEE Ward 262,385,184,201,0
MILWAUKEE,City of MILWAUKEE Ward 263,166,67,99,0
MILWAUKEE,City of MILWAUKEE Ward 264,397,180,217,0
MILWAUKEE,City of MILWAUKEE Ward 265,180,81,98,1
MILWAUKEE,City of MILWAUKEE Ward 266,241,143,97,1
MILWAUKEE,City of MILWAUKEE Ward 267,185,81,104,0
MILWAUKEE,City of MILWAUKEE Ward 268,373,189,182,2
MILWAUKEE,City of MILWAUKEE Ward 269,262,124,138,0
MILWAUKEE,City of MILWAUKEE Ward 270,300,167,132,1
MILWAUKEE,City of MILWAUKEE Ward 271,511,277,234,0
MILWAUKEE,City of MILWAUKEE Ward 272,357,201,155,1
MILWAUKEE,City of MILWAUKEE Ward 273,195,117,77,1
MILWAUKEE,City of MILWAUKEE Ward 274,216,122,94,0
MILWAUKEE,City of MILWAUKEE Ward 275,365,193,171,1
MILWAUKEE,City of MILWAUKEE Ward 276,489,238,251,0
MILWAUKEE,City of MILWAUKEE Ward 277,396,201,195,0
MILWAUKEE,City of MILWAUKEE Ward 278,240,141,99,0
MILWAUKEE,City of MILWAUKEE Ward 279,325,160,165,0
MILWAUKEE,City of MILWAUKEE Ward 280,584,214,370,0
MILWAUKEE,City of MILWAUKEE Ward 281,221,93,128,0
MILWAUKEE,City of MILWAUKEE Ward 282,54,20,34,0
MILWAUKEE,City of MILWAUKEE Ward 283,154,70,84,0
MILWAUKEE,City of MILWAUKEE Ward 284,133,40,93,0
MILWAUKEE,City of MILWAUKEE Ward 285,24,8,16,0
MILWAUKEE,City of MILWAUKEE Ward 286,112,38,74,0
MILWAUKEE,City of MILWAUKEE Ward 287,144,61,83,0
MILWAUKEE,City of MILWAUKEE Ward 288,308,126,179,3
MILWAUKEE,City of MILWAUKEE Ward 289,166,64,102,0
MILWAUKEE,City of MILWAUKEE Ward 290,83,37,46,0
MILWAUKEE,City of MILWAUKEE Ward 291,109,47,62,0
MILWAUKEE,City of MILWAUKEE Ward 292,190,67,123,0
MILWAUKEE,City of MILWAUKEE Ward 293,342,110,231,1
MILWAUKEE,City of MILWAUKEE Ward 294,265,85,180,0
MILWAUKEE,City of MILWAUKEE Ward 295,305,78,227,0
MILWAUKEE,City of MILWAUKEE Ward 296,436,125,311,0
MILWAUKEE,City of MILWAUKEE Ward 297,409,90,319,0
MILWAUKEE,City of MILWAUKEE Ward 298,351,66,285,0
MILWAUKEE,City of MILWAUKEE Ward 299,375,105,270,0
MILWAUKEE,City of MILWAUKEE Ward 300,668,121,547,0
MILWAUKEE,City of MILWAUKEE Ward 301,472,158,314,0
MILWAUKEE,City of MILWAUKEE Ward 302,292,115,177,0
MILWAUKEE,City of MILWAUKEE Ward 303,480,192,287,1
MILWAUKEE,City of MILWAUKEE Ward 304,265,118,147,0
MILWAUKEE,City of MILWAUKEE Ward 305,303,147,154,2
MILWAUKEE,City of MILWAUKEE Ward 306,271,105,166,0
MILWAUKEE,City of MILWAUKEE Ward 307,230,112,118,0
